profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_sexual_orientation,profile_has_disabilities,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies,company_extra_benefits,company_best_companies_city
Hombre,33,Argentina,GBA,10.0,2.0,2.0,0,Terciario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,META4,META4,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0.0,Neto,Full-Time,62000.0,52000.0,,2,2,No,No recibo bono,Uno,15.0,1,En un trabajo anterior,Heterosexual,,,10001+,Otras industrias,7,9,Horarios flexibles,
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,3.0,2.0,2.0,0,Universitario,En curso,Ingeniería en Informática,UNTREF,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Firebase, Linux","CSS, HTML, Java, Javascript, PHP","Bootstrap, jQuery, React.js, WordPress, Magento en todas sus versiones",MySQL,JUnit,"Atom, Visual Studio Code",macOS,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,26000.0,45000.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,1-10,Servicios / Consultoría de Software / Digital,2,6,Horarios flexibles,"Valtech, Glamit"
Mujer,34,Argentina,Ciudad Autónoma de Buenos Aires,3.0,6.0,3.0,0,Universitario,En curso,Licenciatura en Administración de Sistemas y Empresas,UP - Universidad de Palermo,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Business Analyst,Windows Server,".NET, SQL, VBA",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio,Windows,iOS,"Sí, pasiva",1.0,Porcentaje de mi sueldo,Full-Time,94879.0,75105.0,,3,2,Un sueldo,Mix de las anteriores,Uno,15.0,4,Jamás,Heterosexual,,,11-50,Producto basado en Software,6,5,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,29,Argentina,GBA,5.0,2.0,2.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UK,"Sí, los pagó un empleador",No,No,Architect,"Amazon Web Services, Google Cloud Platform/App Engine, Heroku, Salesforce","CSS, HTML, Java, Javascript, PHP, SQL, Apex","Angular, Bootstrap, jQuery, Node.js, Aura","Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Selenium,"Atom, Eclipse, IntelliJ, Notepad++, Sublime Text, TextMate, Vim, Visual Studio Code",macOS,Android,No,0.0,Bruto,Full-Time,430000.0,290000.0,,4,3,Menos de un sueldo,Mix de las anteriores,Más de tres,38.0,7,En un trabajo anterior,Heterosexual,,No,10001+,Servicios / Consultoría de Software / Digital,10,10,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos","Salesforce, MercadoLibre, Oracle, Google"
Hombre,39,Argentina,Ciudad Autónoma de Buenos Aires,11.0,0.0,10.0,0,Universitario,Completado,Ingeniería en Informática,Católica de Salta,No,No,No,QA / Tester,Linux,"C, C#, SQL",Ninguno de los anteriores,"MySQL, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, activa",0.0,Bruto,Full-Time,128000.0,105000.0,,2,2,De uno a tres sueldos,Mix de las anteriores,No,0.0,0,Jamás,Heterosexual,,No,201-500,Producto basado en Software,6,4,"Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Licencia de paternidad/maternidad extendida",
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,4.5,2.0,2.0,0,Universitario,Incompleto,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,No,No,Sí,Developer,"Amazon Web Services, Linux","HTML, Javascript, Ruby, SQL","Bootstrap, Rails, React.js","Cassandra, ElasticSearch, MySQL, Redis","RSpec, Selenium","Atom, Sublime Text",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,178000.0,118000.0,,2,1,No,No recibo bono,Uno,30.0,6,Jamás,Heterosexual,,,101-200,Servicios / Consultoría de Software / Digital,7,8,Ninguna de las anteriores,
Hombre,31,Argentina,Río Negro,12.0,2.0,2.0,1,Terciario,Completado,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Docker, Linux, Serverless","Bash/Shell, Python",Ninguno de los anteriores,"Aerospike, Amazon DynamoDB, Amazon RDS/Aurora, Apache Hive, ElasticSearch, MariaDB, MongoDB, MySQL",Postman,Atom,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,175000.0,118000.0,,4,3,De uno a tres sueldos,Performance individual,Uno,15.0,4,Jamás,Heterosexual,,No,11-50,Servicios / Consultoría de Software / Digital,9,9,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,37,Argentina,Santa Fe,14.0,0.0,13.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,IUA - Instituto Universitario Aeronáutico,No,No,No,Developer,Azure,".NET, SQL",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Postman,Visual Studio,Windows,Android,No,0.0,Bruto,Full-Time,120000.0,91000.0,,2,3,Menos de un sueldo,Mix de las anteriores,Dos,37.0,7,En un trabajo anterior,Bisexual o queer,,No,501-1000,Servicios / Consultoría de Software / Digital,7,9,Abono de Internet,
Hombre,28,Argentina,Córdoba,5.0,1.0,2.0,0,Universitario,Completado,Ingeniería en Software,Universidad Siglo 21,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Docker","Java, Kotlin, Python","Spring, Vert.x, RxJava2, Guava, Guice, Flyway, Hikari","Amazon DynamoDB, Amazon RDS/Aurora, MySQL, PostgreSQL, Redis, Amazon Neptune","JUnit, Postman",IntelliJ,macOS,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,240000.0,153000.0,,3,2,No,No recibo bono,No,19.0,6,En un trabajo anterior,Heterosexual,,,11-50,Producto basado en Software,4,4,Horarios flexibles,
Hombre,20,Argentina,GBA,1.0,1.0,1.0,0,Universitario,En curso,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,Ninguna de las anteriores,".NET, C#, CSS, HTML, Javascript",jQuery,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Visual Studio,Windows,Android,No,0.0,Bruto,Part-Time,29037.0,29831.0,,3,3,No,No recibo bono,Uno,17.0,7,Jamás,,,,1-10,Servicios / Consultoría de Software / Digital,8,6,"Clases de idiomas, Horarios flexibles, Gimnasio",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,5.0,1.0,1.0,0,Terciario,Completado,Tecnicatura en Soporte de Infraestructuras de TI,ISTEA,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora, Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,"Notepad++, Sublime Text, Vi, Vim",Windows,Android,"Sí, pasiva",5.0,Porcentaje de mi sueldo,Full-Time,59000.0,47000.0,,2,1,Un sueldo,Performance individual,No,0.0,0,En un trabajo anterior,Heterosexual,,,5001-10000,Servicios / Consultoría de Software / Digital,8,9,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,10.0,1.0,6.0,0,Terciario,Completado,Analista de Sistemas,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,BI Analyst / Data Analyst,Windows Server,SQL,Hadoop,"Microsoft SQL Server, MySQL, Oracle, Teradata",Ninguna de las anteriores,"Notepad++, Visual Studio",Windows,Android,No,0.0,Bruto,Full-Time,123000.0,87000.0,,4,3,Un sueldo,Performance individual,Uno,10.0,6,Jamás,Heterosexual,,No,10001+,Otras industrias,10,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,13.0,1.0,1.0,15,Universitario,Completado,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Scrum Master,"Amazon Web Services, Azure, Docker, Kubernetes, Mainframe","HTML, Java, SQL","Hibernate, jQuery","Microsoft SQL Server, Oracle","Cucumber, JUnit, Postman, Selenium, SoapUI","Eclipse, IntelliJ",Windows,iOS,"Sí, pasiva",0.0,Neto,Full-Time,161699.0,115750.0,,2,3,De uno a tres sueldos,Mix de las anteriores,Uno,13.0,7,Jamás,Heterosexual,,,5001-10000,Otras industrias,7,6,"Abono de celular, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,39,Argentina,GBA,18.0,3.0,10.0,0,Posgrado,Completado,Ingeniero Agronomo,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,No, buyer / commercial,SAP,Ninguno de los anteriores,SAP,Oracle,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, pasiva",0.0,Bruto,Full-Time,140000.0,105000.0,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,9.0,3,Jamás,Heterosexual,Visual,No,10001+,Otras industrias,7,7,"Abono de celular, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",0
Hombre,49,Argentina,Ciudad Autónoma de Buenos Aires,20.0,1.0,3.0,5,Universitario,Incompleto,Ingeniería en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Technical Leader,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless",".NET, Bash/Shell, CSS, HTML, Java, Javascript, TypeScript, VBA","Angular, Hibernate, jQuery, Node.js, React.js, Spring","Amazon DynamoDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite","Jest, JUnit, Karma, SoapUI","Android Studio, Eclipse, IntelliJ, Nano, Vi, Vim, Visual Studio Code",GNU/Linux,Android,No,0.0,Neto,Full-Time,207.0,180.0,,4,4,No,No recibo bono,Uno,15.0,7,En un trabajo anterior,,,No,501-1000,Servicios / Consultoría de Software / Digital,9,9,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Santa Fe,2.0,2.0,2.0,2,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,"Docker, Kubernetes, Linux","Go, TypeScript",React.js,PostgreSQL,JUnit,Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,100000.0,81000.0,,3,3,No,No recibo bono,Dos,30.0,7,En mi trabajo actual,Heterosexual,,,11-50,Producto basado en Software,5,3,Ninguna de las anteriores,
Hombre,44,Argentina,Ciudad Autónoma de Buenos Aires,22.0,1.0,1.0,0,Universitario,Incompleto,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Cassandra, MongoDB, PostgreSQL","JUnit, Selenium","Atom, IntelliJ",macOS,Android,"Sí, activa",0.0,Bruto,Full-Time,290000.0,210000.0,Mi sueldo está dolarizado,4,4,Un sueldo,Performance de la compañía,No,0.0,0,En un trabajo anterior,¿Qué les importa?,,,201-500,Producto basado en Software,8,10,"Abono de celular, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Argentina,GBA,1.0,1.0,1.0,0,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,Sí,Developer,Ninguna de las anteriores,Javascript,React.js,Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0.0,Porcentaje de mi sueldo,Freelance,70000.0,70000.0,,4,3,Un sueldo,Performance de la compañía,Uno,30.0,7,Jamás,Heterosexual,,No,1-10,Producto basado en Software,7,9,Horarios flexibles,
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,8.0,5.0,1.0,3,Terciario,Incompleto,Analista de Sistemas,Instituto Superior Juan XXIII (Bahía Blanca),No,No,Sí,Technical Leader,Linux,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery","MariaDB, MySQL",PHPUnit,"Eclipse, Vim",GNU/Linux,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,86987.95,72200.0,,2,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,51-100,Otras industrias,4,8,"Abono de celular, Horarios flexibles",
Hombre,35,Argentina,Provincia de Buenos Aires,10.0,2.0,2.0,2,Universitario,Completado,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,No,Sí,Sí,Technical Leader,"Firebase, Linux","Bash/Shell, C, Python","Django, Flask","PostgreSQL, SQLite",Selenium,IPython / Jupyter,GNU/Linux,Android,No,0.0,Neto,Part-Time,140000.0,120000.0,Mi sueldo está dolarizado,2,2,No,No recibo bono,Más de tres,30.0,7,En un trabajo anterior,Heterosexual,tendinitis en brazos,Sí,1-10,Otras industrias,8,9,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,"Amazon Web Services, Docker","CSS, HTML, Javascript","Node.js, React.js",PostgreSQL,Cypress,Visual Studio Code,macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,50000.0,41500.0,,3,3,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,,11-50,Producto basado en Software,9,8,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas",
Mujer,50,Argentina,Ciudad Autónoma de Buenos Aires,28.0,18.0,18.0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Consultant,"Amazon Web Services, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,macOS,iOS,"Sí, pasiva",0.0,Neto,Full-Time,227000.0,135000.0,,3,3,De uno a tres sueldos,Performance de la compañía,Uno,12.0,7,En mi trabajo actual,Heterosexual,Auditiva,No,11-50,Producto basado en Software,8,2,"Abono de celular, Clases de idiomas, Estacionamiento gratuito / subvencionado",
Hombre,27,Argentina,Santa Fe,3.0,3.0,3.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,"Amazon Web Services, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, jQuery",MySQL,Ninguna de las anteriores,Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,39000.0,39000.0,,2,2,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,5,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,33,Argentina,Tucumán,11.0,11.0,11.0,0,Terciario,Completado,Prof. de educacion tecnologica / Lic en Tecnología Educativa,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Manager / Director,"Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,iOS,No,0.0,Porcentaje de mi sueldo,Part-Time,40000.0,35000.0,,2,1,No,No recibo bono,No,0.0,0,Jamás,¿Qué les importa?,"Visual, Columna a la miseria, vista se apaga a las 20hs",No,101-200,Otras industrias,8,5,"Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Viáticos",
Hombre,52,Argentina,Córdoba,20.0,0.0,0.0,0,Posgrado,Completado,Licenciatura en Ciencias dela Computación,Universidad Nacional de San Luis,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,DBA,"AIX, HP-UX, Linux","Bash/Shell, C, C++, Java, Javascript, Python, R, SQL","Node.js, TensorFlow","Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,"IPython / Jupyter, RStudio, Sublime Text",GNU/Linux,Android,"Sí, pasiva",30.0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),110000.0,80000.0,,3,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,25.0,20.0,10.0,3,Universitario,Incompleto,Administracioń de Empresas,UCES - Universidad de Ciencias Empresariales y Sociales,"Sí, de forma particular",Sí,Sí,SysAdmin / DevOps / SRE,"Docker, Kubernetes, Linux, OpenStack","Bash/Shell, C, CSS, HTML, PHP, Python, SQL","Django, Symfony, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, SQLite",Puppeteer,Vim,GNU/Linux,Android,"Sí, pasiva",0.0,Bruto,Full-Time,83400.0,,,3,2,Un sueldo,Mix de las anteriores,Dos,25.0,5,Jamás,¿Qué les importa?,,,1-10,Servicios / Consultoría de Software / Digital,7,8,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,34,Argentina,Jujuy,8.0,0.0,3.0,0,Universitario,Incompleto,Ingeniería en Informática,UNJu - Universidad Nacional de Jujuy,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Docker, Firebase, Linux","Groovy, Java, TypeScript","Angular, Cordova, Hibernate, Spring","MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,IntelliJ,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,170.0,130.0,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,Visual,No,1-10,Producto basado en Software,8,8,"Capacitaciones y/o cursos, Clases de idiomas","Nubimetric, Blimop"
Hombre,34,Argentina,Córdoba,4.0,2.0,2.0,0,Terciario,Completado,Tecnicatura superior en robotica,ITUOM,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,"Docker, Linux","Javascript, Python, TypeScript","Bootstrap, Django, jQuery, React.js","MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,"Eclipse, PyCharm, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,149800.0,125000.0,,3,3,De uno a tres sueldos,Performance individual,Uno,12.7,7,Jamás,Heterosexual,,No,11-50,Producto basado en Software,8,8,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,38,Argentina,GBA,15.0,10.0,2.0,0,Terciario,Incompleto,Analista de Sistemas,CAC,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, activa",50.0,Porcentaje de mi sueldo,Full-Time,95000.0,80000.0,,2,2,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,No,5001-10000,Servicios / Consultoría de Software / Digital,7,8,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo divido en dos pagos por mes",
Hombre,34,Argentina,Provincia de Buenos Aires,3.0,0.0,0.0,0,Secundario,Completado,,,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, Ninguna de las anteriores",Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0.0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),59680.0,46465.0,,3,3,No,No recibo bono,Uno,27.0,4,Jamás,Heterosexual,,,201-500,Otras industrias,8,8,Comidas pagas / subvencionadas,
Mujer,28,Argentina,Ciudad Autónoma de Buenos Aires,4.0,0.0,4.0,0,Terciario,Incompleto,Literatura,Joaquin V Gonzalez,"Sí, de forma particular",No,No,QA / Tester,VMWare,".NET, HTML, Javascript, SQL",WordPress,Ninguna de las anteriores,"Postman, Selenium, TFS",Ninguno de los anteriores,macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,90000.0,77000.0,,3,3,No,No recibo bono,Uno,20.0,5,En un trabajo anterior,Heterosexual,,,101-200,Servicios / Consultoría de Software / Digital,10,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,7.0,1.0,1.0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,No,Developer,"Amazon Web Services, Docker, Firebase, Kubernetes, Linux","CSS, HTML, Javascript, Python, SQL, Swift","Bootstrap, Django, Flask, Node.js, Vue.js","MySQL, Percona Server, PostgreSQL, Redis","Postman, Pytest","IPython / Jupyter, PyCharm, Vim",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,290000.0,290000.0,Mi sueldo está dolarizado,3,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,1-10,Producto basado en Software,10,9,Stock options / RSUs,
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,5.0,0.0,5.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Developer,.,".NET, Java",.,.,.,.,macOS,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,130000.0,90000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,7,Jamás,¿Qué les importa?,,,10001+,Producto basado en Software,5,7,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,10.0,0.0,3.0,0,Terciario,Completado,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,"Sí, de forma particular",No,Sí,Developer,Azure,SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0.0,Bruto,Full-Time,79922.48,73232.0,,3,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,1001-2000,Otras industrias,10,10,"Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,10.0,2.0,2.0,0,Universitario,Incompleto,Ingeniería en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Business Analyst,"Amazon Web Services, Azure",Ninguno de los anteriores,Ninguno de los anteriores,"Amazon DynamoDB, ElasticSearch, MongoDB, MySQL",Ninguna de las anteriores,Ninguno de los anteriores,Windows,iOS,No,0.0,Bruto,Full-Time,107000.0,83000.0,Mi sueldo está dolarizado,2,2,No,No recibo bono,No,0.0,0,En un trabajo anterior,¿Qué les importa?,,No,2001-5000,Servicios / Consultoría de Software / Digital,7,7,"Abono de Internet, Clases de idiomas",
Hombre,27,Argentina,GBA,4.0,1.0,1.0,0,Universitario,En curso,Analista Universitario de Sistemas,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Firebase, Google Cloud Platform/App Engine","Java, Javascript, Kotlin, TypeScript","Node.js, Spring",MongoDB,Ninguna de las anteriores,"IntelliJ, Visual Studio Code",macOS,Android,No,0.0,Porcentaje de mi sueldo,Remoto (empresa de otro país),390000.0,350000.0,Mi sueldo está dolarizado,4,2,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,1-10,Servicios / Consultoría de Software / Digital,9,9,"Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",
Hombre,44,Argentina,Ciudad Autónoma de Buenos Aires,15.0,0.0,0.0,0,Universitario,Completado,Ingeniería en Computación,Universidad Católica de Santiago del Estero,"Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Azure, Docker, Google Cloud Platform/App Engine, Heroku, Linux","CSS, HTML, Java, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel, Node.js, React.js, Spring, Symfony","MariaDB, MongoDB, MySQL, PostgreSQL, Redis","PHPUnit, Postman, SoapUI","PHPStorm, Sublime Text",GNU/Linux,Android,No,0.0,Bruto,Full-Time,141.0,109.0,,4,4,No,No recibo bono,Uno,10.0,7,Jamás,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
